시설번호,놀이시설명,주소1,주소2,설치일자,설치장소,한글주소,위도,경도
534897,재동초병유 놀이시설,,서울특별시 종로구 북촌로4길 7 (가회동)재동초등학교병설유치원,2013-10-30,유치원,서울특별시 종로구 북촌로4길 7 (가회동)재동초등학교병설유치원,37.579929,126.985708
547995,보문동이편한세상아파트 놀이터1,,서울특별시 성북구 낙산길 255 (보문동3가 e편한세상보문),2013-11-01,주택단지,서울특별시 성북구 낙산길 255 (보문동3가 e편한세상보문),37.5829177,127.0158103
547996,보문동이편한세상아파트 놀이터2,,서울특별시 성북구 낙산길 255 (보문동3가 e편한세상보문),2013-11-01,주택단지,서울특별시 성북구 낙산길 255 (보문동3가 e편한세상보문),37.5829177,127.0158103
547997,보문동이편한세상아파트 놀이터3,,서울특별시 성북구 낙산길 255 (보문동3가 e편한세상보문),2013-11-01,주택단지,서울특별시 성북구 낙산길 255 (보문동3가 e편한세상보문),37.5829177,127.0158103
543182,노리파크 놀이방,,서울특별시 강북구 삼양로19길 102 (미아동)(미아동),2013-11-08,놀이제공영업소,서울특별시 강북구 삼양로19길 102 (미아동)(미아동),37.6167598,127.0175056
542445,서울길원초등학교 특수학급 실내놀이터,,서울특별시 성북구 서경로8길 28-15 (길음동),2013-11-19,학교,서울특별시 성북구 서경로8길 28-15 (길음동),37.6042905,127.0149031
543237,한신휴플러스아파트 어린이놀이터,,서울특별시 성북구 동소문로15길 99 (동소문동7가 한신휴아파트),2013-11-26,주택단지,서울특별시 성북구 동소문로15길 99 (동소문동7가 한신휴아파트),37.5951452,127.0137181
510220,서울숭곡초등학교 놀이시설,서울 성북구 하월곡동84-86,서울특별시 성북구 종암로40길 30 (하월곡동),2013-12-27,학교,서울특별시 성북구 종암로40길 30 (하월곡동),37.6087833,127.0327263
543545,나들목교회 실내놀이시설,,서울특별시 동대문구 안암로 6(신설동 대광고등학교)나들목교회,2013-12-29,종교시설,서울특별시 동대문구 안암로 6(신설동 대광고등학교)나들목교회,37.5776266,127.0244211
543812,은영유치원 실내놀이터,,서울특별시 성북구 보문사길 18(보문동3가 은영유치원),2014-01-01,유치원,서울특별시 성북구 보문사길 18(보문동3가 은영유치원),37.5846274,127.0166989
545494,구립행복어린이집,,서울특별시 강북구 인수봉로19길 5-8(미아동 구립행복어린이집),2014-01-01,어린이집,서울특별시 강북구 인수봉로19길 5-8(미아동 구립행복어린이집),37.6254584,127.0118852
543536,종암우림카이져팰리스,,서울특별시 성북구 종암로 132(종암동 종암우림카이저팰리스),2014-01-10,주택단지,서울특별시 성북구 종암로 132(종암동 종암우림카이저팰리스),37.6019266,127.0334985
508777,서울청덕초등학교 병설유치원,서울 성북구 정릉3동847번지,서울특별시 성북구 정릉로9라길 11 (정릉동),2014-02-19,유치원,서울특별시 성북구 정릉로9라길 11 (정릉동),37.6120321,127.0004
544288,종암중앙어린이집,,서울특별시 성북구 종암로19길 18(종암동 종암중앙교회),2014-02-26,어린이집,서울특별시 성북구 종암로19길 18(종암동 종암중앙교회),37.5987527,127.0337486
510908,영훈초등학교 어린이놀이시설,서울 강북구 송천동 영훈학교471-2,서울특별시 강북구 도봉로13가길 19 영훈학교 (미아동),2014-03-03,학교,서울특별시 강북구 도봉로13가길 19 영훈학교 (미아동),37.6135724,127.0277403
544748,래미안스포츠센터,,서울특별시 성북구 길음로 33(길음동 길음뉴타운)814동 커뮤니티센터,2014-03-09,주상복합,서울특별시 성북구 길음로 33(길음동 길음뉴타운)814동 커뮤니티센터,37.6072048,127.0194894
508207,빛나라유치원,서울 성북구 종암동131-3,서울특별시 성북구 종암로9길 78 (종암동),2014-05-01,유치원,서울특별시 성북구 종암로9길 78 (종암동),37.5973738,127.032967
507200,푸른샘유치원,,서울특별시 성북구 길음로13길 29 (길음동),2014-05-19,유치원,서울특별시 성북구 길음로13길 29 (길음동),37.6083861,127.0188294
546517,아랑유치원 실내놀이터,,서울특별시 성북구 북악산로 844 (돈암동브라운스톤 돈암 아파트)아랑유치원,2014-06-01,유치원,서울특별시 성북구 북악산로 844 (돈암동브라운스톤 돈암 아파트)아랑유치원,37.5979659,127.0176255
547723,래미안미아1차아파트 (106동 놀이터),,서울특별시 강북구 삼양로 256 (미아동삼성래미안),2014-06-29,주택단지,서울특별시 강북구 삼양로 256 (미아동삼성래미안),37.6261418,127.0196456
547724,래미안미아1차아파트(중앙광장 놀이터),,서울특별시 강북구 삼양로 256 (미아동삼성래미안),2014-06-29,주택단지,서울특별시 강북구 삼양로 256 (미아동삼성래미안),37.6261418,127.0196456
512411,매원초등학교,서울 성북구 돈암동45-88,서울특별시 성북구 북악산로 870 (돈암동),2014-08-01,학교,서울특별시 성북구 북악산로 870 (돈암동),37.5974571,127.019954
547829,금호어울림아파트102동놀이터3,,서울특별시 성북구 동소문로34길 73 (돈암동 길음역금호어울림센터힐)돈암동643,2014-09-25,주택단지,서울특별시 성북구 동소문로34길 73 (돈암동 길음역금호어울림센터힐)돈암동643,37.6008671,127.0228402
547831,금호어울림아파트105동놀이터2,,서울특별시 성북구 동소문로34길 73 (돈암동 길음역금호어울림센터힐)돈암동643,2014-09-25,주택단지,서울특별시 성북구 동소문로34길 73 (돈암동 길음역금호어울림센터힐)돈암동643,37.6008671,127.0228402
547832,금호어울림아파트101동놀이터1,,서울특별시 성북구 동소문로34길 73 (돈암동 길음역금호어울림센터힐)돈암동643,2014-09-25,주택단지,서울특별시 성북구 동소문로34길 73 (돈암동 길음역금호어울림센터힐)돈암동643,37.6008671,127.0228402
548178,한일유앤아이아파트 어린이놀이터,,서울특별시 성북구 보국문로37길 14-5 (정릉동 정릉한일유앤아이아파트),2014-10-13,주택단지,서울특별시 성북구 보국문로37길 14-5 (정릉동 정릉한일유앤아이아파트),37.6176337,126.9985467
551217,삼양체육과학공원놀이터(북한산도시자연공원),,서울특별시 강북구 인수봉로17길 26 (미아동),2014-11-27,도시공원,서울특별시 강북구 인수봉로17길 26 (미아동),37.6249876,127.011269
549768,용두롯데캐슬Rich 어린이놀이터,,서울특별시 동대문구 한빛로 73 (용두동 105동)[*미고시],2014-12-01,주택단지,서울특별시 동대문구 한빛로 73 (용두동 105동)[*미고시],37.5792015,127.0309619
549769,용두롯데캐슬Rich 유아놀이터,,서울특별시 동대문구 한빛로 73 (용두동 105동)[*미고시],2014-12-01,주택단지,서울특별시 동대문구 한빛로 73 (용두동 105동)[*미고시],37.5792015,127.0309619
550104,성북생명숲어린이집 놀이터,,서울특별시 성북구 서경로 173 (정릉동)성북 생명숲 어린이집,2015-01-01,어린이집,서울특별시 성북구 서경로 173 (정릉동)성북 생명숲 어린이집,37.6160327,127.0091831
549921,주상복합아남3차B동,,서울특별시 종로구 혜화로3길 5 (명륜2가 아남아파트),2015-01-05,주택단지,서울특별시 종로구 혜화로3길 5 (명륜2가 아남아파트),37.5855717,127.0001622
549922,주상복합아남3차C동,,서울특별시 종로구 혜화로3길 5 (명륜2가 아남아파트),2015-01-05,주택단지,서울특별시 종로구 혜화로3길 5 (명륜2가 아남아파트),37.5855717,127.0001622
550290,삼선교어린이집,,서울특별시 성북구 삼선교로16가길 41 (삼선동3가),2015-02-05,어린이집,서울특별시 성북구 삼선교로16가길 41 (삼선동3가),37.5844984,127.0121106
550698,원정어린이집내실내놀이터,,서울특별시 성북구 보국문로28길 10 (정릉동),2015-03-01,어린이집,서울특별시 성북구 보국문로28길 10 (정릉동),37.61662,127.0055153
551261,한화꿈에그린아파트201동앞유아놀이터,,서울특별시 성북구 아리랑로19가길 21 (정릉동 정릉 꿈에그린아파트)201동,2015-03-01,주택단지,서울특별시 성북구 아리랑로19가길 21 (정릉동 정릉 꿈에그린아파트)201동,37.6016528,127.0120857
551262,한화꿈에그린아파트201동뒤어린이놀이터1,,서울특별시 성북구 아리랑로19가길 21 (정릉동 정릉 꿈에그린아파트)201동,2015-03-01,주택단지,서울특별시 성북구 아리랑로19가길 21 (정릉동 정릉 꿈에그린아파트)201동,37.6016528,127.0120857
550766,보문제일어린이집,,서울특별시 성북구 보문로13길 32 (보문동6가),2015-03-04,어린이집,서울특별시 성북구 보문로13길 32 (보문동6가),37.5798507,127.0202782
551117,[정릉4동]대림e편한세상(1차) 유아놀이터,,서울특별시 성북구 솔샘로24길 15 (정릉동 정릉 e편한세상아파트),2015-03-12,주택단지,서울특별시 성북구 솔샘로24길 15 (정릉동 정릉 e편한세상아파트),37.6153905,127.0101761
551980,느티나무어린이집,,서울특별시 성북구 흥천사길 29 (돈암동),2015-05-18,어린이집,서울특별시 성북구 흥천사길 29 (돈암동),37.5979614,127.008131
552613,한빛맹학교실내놀이터,,서울특별시 강북구 삼양로73가길 47 (수유동),2015-08-06,학교,서울특별시 강북구 삼양로73가길 47 (수유동),37.6280507,127.0158134
553042,꽃마름,,서울특별시 강북구 도봉로 34 (미아동),2015-09-14,식품접객업소,서울특별시 강북구 도봉로 34 (미아동),37.6120803,127.0307347
554210,국공립 소리어린이집,,서울특별시 성북구 오패산로 98-12 (하월곡동)하월곡동,2015-11-27,어린이집,서울특별시 성북구 오패산로 98-12 (하월곡동)하월곡동,37.6112206,127.0358645
554851,새삼선유치원 어린이놀이시설,,서울특별시 성북구 성북로4길 21 (동소문동1가)새삼선유치원,2016-02-04,유치원,서울특별시 성북구 성북로4길 21 (동소문동1가)새삼선유치원,37.5899899,127.006026
555103,순복음어린이집 어린이 놀이터,,서울특별시 성북구 오패산로 89 (하월곡동)순복음 어린이집,2016-03-04,어린이집,서울특별시 성북구 오패산로 89 (하월곡동)순복음 어린이집,37.6101009,127.0350314
555623,혜화어린이집(보듬이나눔이),서울 종로구 혜화동163-3,,2016-04-03,어린이집,서울 종로구 혜화동163-3,37.5847905,127.0025471
31378,수유초등학교병설유치원 놀이터,서울 강북구 수유동 55-5,서울특별시 강북구 삼양로74길 39 (수유동),2016-04-18,유치원,서울특별시 강북구 삼양로74길 39 (수유동),37.6309379,127.0201234
555716,우정의공원,서울 성북구 성북동276-5,,2016-05-02,도시공원,서울 성북구 성북동276-5,37.5949147,126.9907045
556335,한울안 어린이집 놀이시설,,서울특별시 성북구 동소문로26길 32 (동선동3가)한울안 어린이집,2016-06-17,어린이집,서울특별시 성북구 동소문로26길 32 (동선동3가)한울안 어린이집,37.5936728,127.0205937
556916,고려대학교 서울캠퍼스 어린이집,,서울특별시 성북구 안암로 145 (안암동5가)고려대학교 서울캠퍼스 어린이집,2016-08-08,어린이집,서울특별시 성북구 안암로 145 (안암동5가)고려대학교 서울캠퍼스 어린이집,37.5899103,127.0318122
557079,서울대학병원 어린이집 실외놀이터,,서울특별시 종로구 동숭3길 40 (동숭동)일석기념관 1층,2016-08-22,어린이집,서울특별시 종로구 동숭3길 40 (동숭동)일석기념관 1층,37.5829144,127.0048056
557130,정릉연립 어린이놀이터,,서울특별시 성북구 정릉로10라길 18-5 (정릉동 정릉연립)정릉동정릉연립,2016-08-25,주택단지,서울특별시 성북구 정릉로10라길 18-5 (정릉동 정릉연립)정릉동정릉연립,37.6052725,126.9994114
557637,참이맛감자탕,,서울특별시 강북구 도봉로 129 (미아동),2016-09-28,식품접객업소,서울특별시 강북구 도봉로 129 (미아동),37.620388,127.0281959
557651,북한산 도시자연공원 유아숲 체험장,서울 강북구 미아동산108-19,,2016-10-13,도시공원,서울 강북구 미아동산108-19,37.6210842,127.008453
557683,주하늘교회(어린이 실내 놀이시설),,서울특별시 강북구 삼양로41길 49 (미아동)주하늘교회,2016-10-21,종교시설,서울특별시 강북구 삼양로41길 49 (미아동)주하늘교회,37.6212892,127.017332
557755,돈암정릉 코오롱하늘채 어린이놀이시설(110동),,서울특별시 성북구 아리랑로 85-16 (돈암동)코오롱하늘채아파트 110동,2016-10-25,주택단지,서울특별시 성북구 아리랑로 85-16 (돈암동)코오롱하늘채아파트 110동,37.5999369,127.0124667
557717,돈암정릉 코오롱 하늘채 아파트 105동 앞 어린이 놀이터,서울 성북구 돈암동,,2016-10-27,주택단지,서울 성북구 돈암동,37.6034071,127.0263875
558176,숭인공원 유아숲체험장,,서울특별시 종로구 동망산길 150 (숭인동)숭인공원 유아숲체험장,2016-12-06,도시공원,서울특별시 종로구 동망산길 150 (숭인동)숭인공원 유아숲체험장,37.5775632,127.0181851
558410,자주바위 어린이공원,서울 성북구 보문동6가198-44일대,,2016-12-20,도시공원,서울 성북구 보문동6가198-44일대,37.5800707,127.0175791
